City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
370,Kusti,13.1629,32.6635,70.11,19,13,11.23,few clouds
371,Khandbari,27.3747,87.2039,48.49,50,0,3.89,clear sky
372,Grindavik,63.8424,-22.4338,35.55,60,75,23.02,broken clouds
373,Castanos,26.7833,-101.4167,70.34,15,0,6.33,clear sky
374,Nome,64.5011,-165.4064,-2.13,55,0,5.75,clear sky
375,Nikolskoye,59.7035,30.7861,22.89,97,69,2.46,broken clouds
376,Muskegon,43.3,-86.1334,33.94,88,100,3.44,mist
377,Belyy Yar,53.6039,91.3903,-22.11,76,100,0.0,smoke
378,Deshnok,27.7986,73.3447,55.89,56,64,9.64,broken clouds
379,Selenginsk,52.0064,106.8647,-39.59,94,52,3.62,broken clouds
380,Akureyri,65.6835,-18.0878,28.33,69,75,17.27,broken clouds
381,Ullerslev,55.3617,10.6519,35.44,75,78,10.18,broken clouds
382,Cabedelo,-6.9811,-34.8339,81.27,78,19,11.16,few clouds
383,Merced,37.1666,-120.7516,57.54,50,95,19.69,overcast clouds
384,Rio Gallegos,-51.6226,-69.2181,55.63,48,93,23.22,overcast clouds
385,Terra Santa,-2.1042,-56.4869,75.85,89,78,2.15,broken clouds
386,Kembe,4.6228,21.8865,69.31,33,96,1.61,overcast clouds
387,Tygda,53.1167,126.3333,-36.08,95,62,4.97,broken clouds
388,Geraldton,-28.7667,114.6,72.01,78,100,11.5,overcast clouds
389,Eshowe,-28.8865,31.4699,67.19,93,19,2.57,few clouds
390,Zalantun,48.0,122.7167,-22.43,65,4,14.03,clear sky
391,Faanui,-16.4833,-151.75,79.32,71,92,3.53,light rain
392,Tumaco,1.7986,-78.8156,77.72,81,56,7.85,broken clouds
393,West Bay,19.3667,-81.4167,81.07,75,20,10.36,few clouds
394,Garwolin,51.8975,21.6147,34.84,96,100,1.99,overcast clouds
395,Varazdin,46.3044,16.3378,32.9,82,100,10.47,overcast clouds
396,Port-Cartier,50.0334,-66.8654,21.74,90,100,5.17,overcast clouds
397,Manoel Urbano,-8.8389,-69.2597,75.54,93,93,1.79,overcast clouds
398,Mandera,3.9366,41.867,81.81,34,51,9.4,broken clouds
399,Berlevag,70.8578,29.0864,39.2,65,0,33.38,clear sky
400,Roma,43.2128,-75.4557,34.09,93,100,6.91,light snow
401,Kitovo,56.8659,41.2825,1.27,100,100,2.8,overcast clouds
402,Ataco,3.5915,-75.3818,78.08,73,91,2.46,overcast clouds
403,Isla Vista,34.4133,-119.861,66.61,42,90,5.17,overcast clouds
404,Omagh,54.6,-7.3,45.45,99,100,3.22,overcast clouds
405,Zhigansk,66.7697,123.3711,-35.77,94,100,5.35,overcast clouds
406,Antropovo,58.3988,43.0066,-2.13,100,100,1.57,overcast clouds
407,Saint-Joseph,-21.3667,55.6167,73.78,87,100,6.04,light rain
408,Prince Rupert,54.3161,-130.3201,35.69,93,100,12.66,light rain
409,Guamuchil,25.4667,-108.1,76.68,13,0,7.02,clear sky
410,Saint-Francois,46.4154,3.9054,31.68,91,100,8.05,overcast clouds
411,Saint-Augustin,51.226,-58.6502,14.18,90,41,6.69,scattered clouds
412,Batagay-Alyta,67.8006,130.4114,-20.96,97,99,0.72,overcast clouds
413,Sawang Daen Din,17.4753,103.4575,64.08,56,66,4.41,broken clouds
414,Khasan,42.4308,130.6434,11.75,85,90,7.23,overcast clouds
415,Agaro,7.85,36.65,66.09,52,97,2.21,overcast clouds
416,Blyth,55.1271,-1.5086,39.38,88,40,3.44,scattered clouds
417,Bahua,25.85,80.6333,57.49,81,69,2.84,broken clouds
418,Ustka,54.5805,16.8619,32.65,72,100,8.03,overcast clouds
419,Puerto Colombia,10.9878,-74.9547,80.69,78,0,21.92,clear sky
420,Hilliard,40.0334,-83.1582,33.39,95,100,3.44,overcast clouds
421,Auki,-8.7676,160.7034,84.85,65,88,1.1,overcast clouds
422,Richfield,44.8833,-93.283,21.13,90,100,6.91,mist
423,Turka,49.1541,23.0297,29.8,93,61,1.7,broken clouds
424,Leona Vicario,20.9667,-87.1917,80.47,73,16,6.17,few clouds
425,Kondol,52.8189,45.058,16.41,90,100,5.68,overcast clouds
426,Teguldet,57.3064,88.1667,4.17,95,100,9.69,snow
427,Ginda,30.6945,78.4932,34.86,23,0,8.43,clear sky
428,Pontes E Lacerda,-15.2261,-59.3353,79.05,75,79,3.69,broken clouds
429,Namibe,-15.1961,12.1522,72.45,80,100,3.47,overcast clouds
430,Laem Sing,12.4816,102.0738,77.14,100,76,3.87,broken clouds
431,Korla,41.7597,86.1469,10.4,69,2,9.44,clear sky
432,Saint Anthony,45.0205,-93.218,20.35,91,100,6.91,mist
433,Den Helder,52.9599,4.7593,37.98,88,100,10.36,overcast clouds
434,Bure,10.7,37.0667,59.22,45,98,5.75,overcast clouds
435,Shenjiamen,29.9576,122.298,48.63,91,100,13.56,overcast clouds
436,Bassila,9.0081,1.6654,81.45,23,97,3.31,overcast clouds
437,Belmonte,-15.8631,-38.8828,78.42,85,100,8.66,overcast clouds
438,Esperance,-33.8667,121.9,65.61,62,6,12.17,clear sky
439,Severnoye,56.3491,78.3619,20.08,96,100,8.14,light snow
440,Casper,42.8666,-106.3131,24.73,73,100,8.05,overcast clouds
441,Dolores,-36.3132,-57.6792,79.29,41,74,8.01,broken clouds
442,Los Llanos De Aridane,28.6585,-17.9182,60.55,88,75,13.8,light rain
443,Colares,38.7992,-9.4469,50.9,54,9,21.99,clear sky
444,Ust-Maya,60.4167,134.5333,-47.9,99,100,0.6,overcast clouds
445,Chifeng,42.2683,118.9636,-4.88,85,100,7.65,overcast clouds
446,Cap Malheureux,-19.9842,57.6142,77.47,81,100,9.22,overcast clouds
447,Acapulco,16.8634,-99.8901,84.02,61,0,4.61,clear sky
448,Nyagan,62.1406,65.3936,11.75,92,56,7.25,broken clouds
449,Portland,45.5234,-122.6762,48.13,78,75,7.0,broken clouds
450,Ikere,7.4913,5.2322,74.41,80,6,4.21,clear sky
451,Tupancireta,-29.0806,-53.8358,80.74,46,88,5.57,overcast clouds
452,Bima,-8.4667,118.7167,77.63,90,78,2.59,broken clouds
453,Nehe,48.4833,124.8333,-37.59,96,90,4.16,overcast clouds
454,Kilindoni,-7.9139,39.6668,80.46,82,94,14.56,light rain
455,Poronaysk,49.2167,143.1167,-9.6,91,80,2.3,broken clouds
456,Beloha,-25.1667,45.05,75.54,79,100,15.21,overcast clouds
457,Zambezi,-13.5432,23.1047,64.47,97,100,6.11,light rain
458,Lively,46.4334,-81.1498,27.52,96,97,1.12,overcast clouds
459,Okhotsk,59.3833,143.3,-13.7,81,98,11.74,overcast clouds
460,Corinto,37.9407,22.9573,55.89,86,35,5.08,scattered clouds
461,Parabel,58.6978,81.4825,6.1,96,100,5.91,light snow
462,Alakurtti,66.9672,30.3491,9.03,96,56,3.06,broken clouds
463,Ursulo Galvan,22.7333,-98.3,68.34,47,96,6.89,overcast clouds
464,Jalu,29.0331,21.5482,54.03,45,0,8.05,clear sky
465,Trelew,-43.249,-65.3051,63.75,55,23,16.58,few clouds
466,Santo Tomas,14.1079,121.1414,75.49,92,73,5.26,broken clouds
467,Kautokeino,69.0125,23.0412,18.63,76,26,22.28,scattered clouds
468,Broome,42.2506,-75.833,34.86,87,100,9.22,snow
469,Asau,46.4333,26.4,38.32,96,99,1.68,overcast clouds
470,Bairiki,1.3292,172.9752,86.0,70,20,9.22,few clouds
471,Pevek,69.7008,170.3133,-32.91,96,99,3.33,overcast clouds
472,Sola,-13.8833,167.55,79.68,81,99,10.74,light rain
473,Mogadishu,2.0371,45.3438,77.09,87,36,20.65,scattered clouds
474,Celestun,20.8667,-90.4,76.84,80,0,12.93,clear sky
475,Soe,-9.8607,124.284,68.52,78,99,1.99,overcast clouds
476,Lagos,6.5833,3.75,82.72,86,6,3.8,clear sky
477,Huarmey,-10.0681,-78.1522,73.2,76,35,8.88,scattered clouds
478,Wawa,9.9022,4.4192,81.99,22,85,2.17,overcast clouds
479,Sakakah,29.9697,40.2064,51.37,62,0,7.38,clear sky
480,Belene,43.65,25.1167,46.85,87,26,14.99,scattered clouds
481,Tarko-Sale,64.9225,77.785,0.32,97,99,7.25,light snow
482,Swidwin,53.7746,15.7767,36.14,81,100,6.02,overcast clouds
483,Tuy Hoa,13.0833,109.3,71.98,92,98,4.27,overcast clouds
484,Miri,4.4148,114.0089,75.34,100,40,2.3,scattered clouds
485,Ventspils,57.3894,21.5606,24.73,100,100,3.44,overcast clouds
486,Buraydah,26.326,43.975,59.45,52,83,8.57,broken clouds
487,Antofagasta,-23.65,-70.4,69.08,79,8,5.82,clear sky
488,Port Macquarie,-31.4333,152.9167,73.38,73,55,1.79,light rain
489,Sovetskiy,61.3614,63.5842,11.23,93,73,6.33,broken clouds
490,Nouakchott,18.0858,-15.9785,64.33,63,2,9.46,clear sky
491,Vysokaya Gora,55.9128,49.3017,8.78,97,100,3.44,overcast clouds
492,Candido De Abreu,-24.5669,-51.3333,71.28,97,92,1.97,overcast clouds
493,Mandalgovi,45.7625,106.2708,-22.34,64,0,17.76,clear sky
494,Kayerkan,69.3497,87.7602,-18.99,99,74,2.77,broken clouds
495,Smidovich,48.6,133.8167,-40.7,97,29,5.39,scattered clouds
496,Taoudenni,22.6783,-3.9836,63.1,16,0,9.48,clear sky
497,Muscat,23.6139,58.5922,66.22,50,0,4.68,clear sky
498,Baturaja,-4.1333,104.1667,72.61,98,100,2.24,overcast clouds
499,Labuan,5.2767,115.2417,77.36,94,20,0.0,few clouds
500,Aldan,58.6031,125.3894,-33.83,97,100,4.27,overcast clouds
501,Osorno,-40.5667,-73.15,75.51,57,0,9.22,clear sky
502,Mariel,22.9875,-82.7536,78.94,69,73,12.28,moderate rain
503,Praya,14.9215,-23.5087,70.34,60,20,11.5,few clouds
504,Sibu,2.3,111.8167,75.51,94,40,3.44,scattered clouds
505,Tuktoyaktuk,69.4541,-133.0374,1.4,85,100,9.22,light snow
506,Vanavara,60.34,102.2797,-48.24,100,93,3.04,overcast clouds
507,Yarim,14.298,44.3779,49.71,52,31,1.99,scattered clouds
508,Grand Gaube,-20.0064,57.6608,77.38,81,100,9.17,overcast clouds
509,Kulhudhuffushi,6.6221,73.07,79.63,72,100,7.83,overcast clouds
510,Jamame,0.0722,42.7506,76.1,87,49,10.6,scattered clouds
511,Letpadan,17.7833,95.75,60.48,41,44,7.07,scattered clouds
512,Cururupu,-1.8283,-44.8683,74.7,94,13,3.58,light rain
513,Umea,63.8284,20.2597,29.91,86,7,2.3,fog
514,Gustavo Diaz Ordaz,26.2333,-98.5833,76.03,26,0,1.01,clear sky
515,Fredericksburg,38.3032,-77.4605,41.02,92,100,4.61,overcast clouds
516,Kall,50.55,6.55,32.14,97,100,5.44,overcast clouds
517,Viedma,-40.8135,-62.9967,69.01,59,0,14.38,clear sky
518,Mayya,61.7333,130.2811,-58.68,100,99,1.83,overcast clouds
519,Keflavik,64.0049,-22.5624,35.51,60,75,23.02,broken clouds
520,Ta Khmau,11.4833,104.95,78.85,89,20,4.61,few clouds
521,Hare Bay,48.8499,-54.0148,24.15,95,47,5.95,scattered clouds
522,Deputatskiy,69.3,139.9,-38.47,100,68,3.42,broken clouds
523,Hambantota,6.1241,81.1185,75.6,87,100,12.91,overcast clouds
524,Tacuati,-23.45,-56.5833,70.12,97,92,6.76,moderate rain
525,Zhuhai,22.2769,113.5678,65.86,94,40,2.3,scattered clouds
526,Hirara,24.8,125.2833,66.47,94,75,20.71,broken clouds
527,Beringovskiy,63.05,179.3167,-6.72,95,100,14.99,overcast clouds
528,Riyadh,24.6877,46.7219,55.54,56,69,8.84,broken clouds
529,Maridi,4.9158,29.4742,75.0,26,70,4.23,broken clouds
530,Kharan,28.5833,65.4167,39.38,47,0,10.07,clear sky
531,Ulagan,50.6321,87.9563,-12.86,82,89,1.88,overcast clouds
532,Nha Trang,12.25,109.1833,77.0,88,93,4.9,overcast clouds
533,Gurupa,-1.405,-51.64,74.01,96,58,4.68,broken clouds
534,North Bend,43.4065,-124.2243,50.16,91,0,8.05,clear sky
535,Alexandria,31.2156,29.9553,54.14,68,46,8.48,scattered clouds
536,Kapuskasing,49.4169,-82.4331,21.29,86,100,4.61,mist
537,Capitao Poco,-1.7464,-47.0594,72.88,98,52,5.59,broken clouds
538,Lovozero,68.005,35.0117,17.65,91,61,4.65,broken clouds
539,Zhezkazgan,47.8043,67.7144,-3.98,86,4,4.94,clear sky
540,Dali,25.7,100.1833,36.7,61,100,4.74,overcast clouds
541,Saint-Pierre,-21.3393,55.4781,74.88,88,0,5.75,light rain
542,Chumikan,54.7183,135.315,-27.13,85,100,17.36,overcast clouds
543,Creston,41.0586,-94.3614,19.36,100,100,6.91,fog
544,Chunhuhub,19.55,-88.6833,85.37,45,5,6.22,clear sky
545,Ahipara,-35.1667,173.1667,71.19,66,84,3.87,broken clouds
546,Tamandare,-8.7597,-35.1047,79.23,81,3,9.62,clear sky
547,Manado,1.487,124.8455,75.97,100,75,2.3,broken clouds
548,Marzuq,14.4,46.4667,57.49,81,34,5.32,scattered clouds
549,Amantea,39.1332,16.0746,46.35,82,100,10.56,overcast clouds
550,Dunedin,-45.8742,170.5036,59.81,51,15,10.0,few clouds
551,Ossora,59.2353,163.0719,-0.51,99,100,2.89,overcast clouds
552,Glubokiy,48.5217,40.3258,28.15,82,92,14.97,overcast clouds
553,Itoman,26.1247,127.6694,68.02,88,75,8.05,broken clouds
554,Sosnogorsk,63.6023,53.8817,11.12,96,99,5.41,overcast clouds
555,San Cristobal,7.7669,-72.225,71.78,67,85,3.02,overcast clouds
556,Linhares,-19.3911,-40.0722,75.4,93,99,5.35,moderate rain
557,Pyay,18.8167,95.2167,60.93,46,1,6.22,clear sky
558,Qaqortoq,60.7167,-46.0333,11.16,65,0,7.25,clear sky
559,Pingliang,35.5392,106.6861,19.47,43,100,12.93,overcast clouds
560,Lang Son,21.8333,106.7333,59.0,92,99,2.89,overcast clouds
561,Airai,-8.9266,125.4092,62.2,90,100,1.3,overcast clouds
562,Heihe,50.2441,127.4902,-39.42,97,100,3.58,overcast clouds
563,Baghdad,33.3406,44.4009,46.31,93,0,3.44,clear sky
564,Lagoa,39.05,-27.9833,59.11,81,64,18.54,broken clouds
565,Teacapan,22.55,-105.75,73.58,66,3,8.25,clear sky
566,Camana,-16.6228,-72.7111,73.36,77,6,5.57,clear sky
567,Zaozhuang,34.8647,117.5542,35.33,84,37,2.1,scattered clouds
568,Madison,34.7334,-86.5667,47.1,96,100,7.0,mist
569,Guane,22.2025,-84.0875,77.61,70,34,11.3,scattered clouds
570,Conde,-7.2597,-34.9075,80.06,83,20,8.05,few clouds
571,Filingue,14.3521,3.3168,76.73,15,5,6.53,clear sky
572,Bereda,43.2686,-7.5406,30.15,100,53,2.73,broken clouds
573,Okha,53.5739,142.9478,-21.84,91,88,17.96,overcast clouds
574,Soma,39.1855,27.6094,49.26,73,77,3.11,broken clouds
575,Talcahuano,-36.7167,-73.1167,71.28,60,0,16.11,clear sky
576,Egvekinot,66.3167,-179.1667,-20.24,81,98,10.74,overcast clouds
577,Broken Hill,-31.95,141.4333,79.16,34,0,11.43,clear sky
578,Semme,46.1963,1.5007,30.61,90,100,6.46,overcast clouds
579,Teknaf,20.8624,92.3058,62.74,53,6,8.81,clear sky
580,Ferkessedougou,9.6,-5.2,80.37,18,0,3.18,clear sky
581,Ada,43.4166,-116.1262,30.45,80,100,19.57,overcast clouds
582,Comodoro Rivadavia,-45.8667,-67.5,62.46,55,0,14.97,clear sky
583,Fort Nelson,58.8053,-122.7002,24.39,80,75,5.75,broken clouds
584,Gubbi,13.3106,76.9444,61.14,80,39,5.73,scattered clouds
585,Sabang,5.8933,95.3214,78.17,83,100,12.44,light rain
586,Fare,-16.7,-151.0167,79.12,71,95,4.25,light rain
587,Necochea,-38.5473,-58.7368,66.11,79,0,9.62,clear sky
588,Phuket,8.0,98.25,73.62,88,20,1.14,few clouds
589,Bilibino,68.0546,166.4372,-15.77,88,99,3.74,overcast clouds
590,Bloemfontein,-29.1211,26.214,66.0,60,31,15.7,scattered clouds
591,Susanville,40.4163,-120.653,35.82,53,0,8.01,clear sky
592,Loikaw,19.6742,97.2094,52.88,36,2,4.05,clear sky
593,Ukiah,39.1502,-123.2078,59.43,46,0,8.05,clear sky
594,Serebryansk,49.6925,83.2892,-12.42,92,35,7.85,scattered clouds
595,Nouadhibou,20.931,-17.0347,64.38,68,0,21.85,clear sky
596,Doka,13.5167,35.7667,75.54,24,4,8.3,clear sky
597,Klaksvik,62.2266,-6.589,43.72,74,100,24.29,overcast clouds
598,Penapolis,-21.4197,-50.0775,77.61,75,91,3.18,overcast clouds
599,Russell,32.3502,-85.1999,51.08,100,100,6.91,overcast clouds
600,Bonthe,7.5264,-12.505,76.57,76,10,7.16,clear sky
601,Juneau,58.3019,-134.4197,37.22,97,100,21.85,mist
602,Halifax,44.6453,-63.5724,32.45,82,69,6.91,broken clouds
603,Santa Lucia,27.9117,-15.5407,57.76,72,40,19.57,scattered clouds
604,Santa Leopoldina,-20.1006,-40.5297,74.82,96,100,2.75,overcast clouds
605,Eureka,40.8021,-124.1637,54.75,65,27,15.01,scattered clouds
606,Matara,5.9485,80.5353,73.94,88,100,7.43,overcast clouds
607,Telafas,6.6353,124.975,73.31,95,100,0.25,overcast clouds
608,Susangerd,31.5608,48.1831,57.11,76,4,1.23,clear sky
609,Mirnyy,62.5353,113.9611,-33.77,66,100,18.01,overcast clouds
610,Ust-Koksa,50.2696,85.6108,-7.82,82,57,1.21,broken clouds
611,Changde,29.0464,111.6783,44.42,68,100,5.41,overcast clouds
612,Praia,14.9215,-23.5087,70.34,60,20,11.5,few clouds
613,Amazar,53.858,120.875,-23.89,95,100,4.07,overcast clouds
614,Marienburg,54.0359,19.0266,32.9,87,86,6.73,overcast clouds
615,Kiunga,-6.1219,141.2906,73.6,98,100,1.23,overcast clouds
616,Boa Vista,2.8197,-60.6733,78.78,73,75,13.8,broken clouds
617,Bridgetown,13.1,-59.6167,79.29,73,20,21.85,few clouds
618,Launceston,-41.45,147.1667,72.61,61,0,9.22,clear sky
619,Boralday,43.3578,76.8594,1.26,85,75,4.47,fog
620,Kalga,50.9251,118.898,-35.46,98,95,4.14,overcast clouds
621,Cantaura,9.3057,-64.3584,76.41,72,100,11.63,overcast clouds
622,Muravlenko,63.7898,74.523,7.93,97,98,9.24,overcast clouds
623,San Carlos,9.6612,-68.5827,82.06,52,99,2.28,overcast clouds
624,Codajas,-3.8367,-62.0569,75.61,95,37,2.39,scattered clouds
625,Darhan,49.4867,105.9228,-35.09,96,11,5.41,few clouds
626,Biak,-0.9131,122.8766,77.34,78,100,2.28,overcast clouds
627,Ouesso,1.6136,16.0517,72.45,38,74,2.1,broken clouds
628,Talaya,61.3833,152.75,-24.32,98,100,6.04,overcast clouds
629,Tweed,44.4751,-77.3162,31.86,96,100,2.3,snow
630,Terrace,54.5163,-128.6035,33.71,100,100,10.36,light snow
631,Mgachi,51.05,142.2667,-18.58,100,100,3.11,overcast clouds
632,Sistranda,63.7256,8.834,40.96,56,100,11.86,overcast clouds
633,Cockburn Town,21.4612,-71.1419,77.77,77,14,20.22,few clouds
634,Ahuimanu,21.4447,-157.8378,83.91,62,75,11.5,broken clouds
635,Behshahr,36.6923,53.5526,39.38,84,19,3.44,few clouds
636,El Alto,-4.2714,-81.2147,80.26,71,31,8.23,scattered clouds
637,Salalah,17.0151,54.0924,73.49,64,40,6.91,scattered clouds
638,Sayyan,15.1718,44.3244,50.95,33,45,2.04,scattered clouds
639,Matay,28.419,30.7792,55.08,63,83,8.43,broken clouds
640,Oussouye,12.485,-16.5469,67.93,73,3,9.08,clear sky
641,Kununurra,-15.7667,128.7333,82.38,89,70,0.0,broken clouds
642,Vega De Alatorre,20.0333,-96.6333,71.58,92,67,13.69,moderate rain
643,Porto Velho,-8.7619,-63.9039,75.25,94,75,2.3,moderate rain
644,Guirim,15.5833,73.8,66.97,70,68,5.91,broken clouds
645,Maragogi,-9.0122,-35.2225,79.36,80,4,10.16,clear sky
646,Adrar,20.5022,-10.0711,63.01,14,0,10.69,clear sky
647,Blagoyevo,63.3667,47.9167,8.78,99,98,4.52,overcast clouds
648,Paamiut,61.994,-49.6678,20.35,77,100,15.84,overcast clouds
649,Dickinson,29.4608,-95.0513,61.02,42,0,13.8,clear sky
650,Port-De-Bouc,43.4,4.9833,40.59,63,0,18.41,clear sky
651,Davidson,36.1501,-86.7833,45.05,85,100,6.91,mist
652,Neryungri,56.6709,124.6491,-29.11,94,100,11.07,overcast clouds
653,Linguere,15.3953,-15.1193,73.62,49,0,6.91,clear sky
654,Ondangwa,-17.9167,15.95,70.18,76,97,13.02,moderate rain
655,Khandyga,62.6667,135.6,-61.92,100,100,2.06,overcast clouds
656,Kaoma,-14.7833,24.8,63.88,98,99,6.08,light rain
657,Sao Felix Do Xingu,-6.6447,-51.995,73.0,97,69,0.36,moderate rain
658,Port Moresby,-9.4431,147.1797,83.62,74,40,4.61,haze
659,Puerto Penasco,31.3167,-113.5333,57.9,49,2,5.99,clear sky
660,Tanout,14.9709,8.8879,69.31,11,100,9.69,overcast clouds
661,Hamilton,39.1834,-84.5333,34.81,93,100,4.61,mist
662,Yar-Sale,66.8333,70.8333,18.1,92,100,12.33,overcast clouds
663,Kendal,54.3268,-2.7476,41.83,87,100,2.1,overcast clouds
664,Gerash,27.6652,54.1371,51.46,69,42,1.57,scattered clouds
665,Gueugnon,46.6036,4.0629,33.98,88,95,3.29,overcast clouds
666,Tazovskiy,67.4667,78.7,-19.57,99,82,8.63,broken clouds
667,Brownsville,25.9018,-97.4975,68.09,44,0,13.8,clear sky
668,Watsa,3.0372,29.5355,66.31,50,80,2.15,broken clouds
669,Madera,37.1666,-119.8343,51.6,92,94,3.74,overcast clouds
670,Urumqi,43.801,87.6005,-4.85,65,0,2.24,clear sky
671,Swellendam,-34.0226,20.4417,69.26,79,71,6.29,broken clouds
672,Mahon,39.8885,4.2658,43.36,61,75,21.85,broken clouds
673,Taltal,-25.4,-70.4833,69.66,75,23,6.04,few clouds
674,Bandarbeyla,9.4942,50.8122,74.64,69,82,17.78,broken clouds
675,Kamenka,51.3223,42.7678,21.69,84,100,9.82,overcast clouds
676,Mitsamiouli,-11.3847,43.2844,80.08,83,98,12.57,moderate rain
677,Ailigandi,9.2333,-78.0167,79.09,82,4,7.63,clear sky
678,Coahuayana,18.7333,-103.6833,80.22,63,15,6.15,few clouds
679,Ginir,7.1333,40.7,57.31,54,14,4.52,few clouds
680,Kungurtug,50.5994,97.5228,-41.08,97,48,2.19,scattered clouds
681,Birjand,32.8663,59.2211,21.67,63,0,4.61,clear sky
682,Montepuez,-13.1256,38.9997,67.87,98,100,8.14,light rain
683,Balabac,7.9868,117.0645,80.35,80,90,16.22,overcast clouds
684,Puerto Maldonado,-12.6,-69.1833,88.2,55,0,4.61,clear sky
685,Manggar,-2.8833,108.2667,77.0,88,87,5.1,overcast clouds
686,Hulan,45.9833,126.6,-23.69,92,11,4.9,few clouds
687,Forest Park,39.2903,-84.5041,34.21,92,100,1.99,mist
688,Kedrovyy,56.1667,91.8167,-17.99,77,100,8.16,overcast clouds
689,Letka,59.6011,49.4232,1.2,100,97,1.57,overcast clouds
690,Marfino,55.7028,37.3822,26.85,86,100,4.47,overcast clouds
691,Nabire,-3.3667,135.4833,75.94,90,100,2.08,overcast clouds
692,Vilhena,-12.7406,-60.1458,75.42,88,40,4.61,scattered clouds
693,Ayan,56.45,138.1667,-24.99,69,100,12.8,overcast clouds
694,Sarkand,45.41,79.9186,9.48,61,1,6.78,clear sky
695,Bayangol,50.6977,103.4656,-39.68,94,12,3.15,few clouds
696,Obera,-27.4871,-55.1199,82.0,54,74,2.95,broken clouds
697,Tynda,55.1667,124.7167,-41.1,96,98,4.27,overcast clouds
